  -2.208233879200000E-04   1.416839758600000E+00   2.002313899500000E-12  -7.524784286900001E-02   9.943377621500000E-01  -9.961291361300000E-01  -1.384481629500000E-01   1.994503927000000E-01
   4.247668209100000E-03   1.418385665800000E+00   1.453252544200000E-12  -7.543296508900001E-02   9.943098677800000E-01  -9.983364939700000E-01  -1.385698830800000E-01   1.991105725700000E-01
   8.714145615499999E-03   1.419935993100000E+00   2.576812247600000E-12  -7.561773151800000E-02   9.942819586800000E-01  -1.000546652500000E+00  -1.386908426800000E-01   1.987692519400000E-01
   1.317860257200000E-02   1.421490738200000E+00   2.066815013400000E-12  -7.580214356700000E-02   9.942540350300000E-01  -1.002760529500000E+00  -1.388110445100000E-01   1.984264371800000E-01
   1.764103455600000E-02   1.423049899700000E+00   2.672274154800000E-12  -7.598620272900000E-02   9.942260970000000E-01  -1.004978455000000E+00  -1.389304914200000E-01   1.980821344700000E-01
   2.210143869800000E-02   1.424613476200000E+00   3.304455398100000E-12  -7.616991057100000E-02   9.941981447300000E-01  -1.007200153000000E+00  -1.390491863400000E-01   1.977363498600000E-01
   2.655981277500000E-02   1.426181466600000E+00   8.818893758300000E-13  -7.635326869400000E-02   9.941701783600000E-01  -1.009425703200000E+00  -1.391671322200000E-01   1.973890893100000E-01
   3.101615586100000E-02   1.427753870400000E+00   6.191845889800000E-13  -7.653627875900000E-02   9.941421980300000E-01  -1.011655052100000E+00  -1.392843320800000E-01   1.970403586500000E-01
   3.547047027100000E-02   1.429330687900000E+00   1.776054849200000E-12  -7.671894256900000E-02   9.941142038500000E-01  -1.013888359100000E+00  -1.394007890300000E-01   1.966901634100000E-01
   3.992275291000000E-02   1.430911917400000E+00   7.587566041300000E-13  -7.690126170700000E-02   9.940861959500000E-01  -1.016125440600000E+00  -1.395165060900000E-01   1.963385095300000E-01
   4.437301710900000E-02   1.432497563100000E+00   1.089337777400000E-10  -7.708323843500001E-02   9.940581745100000E-01  -1.018366297800000E+00  -1.396314866800000E-01   1.959854015800000E-01
   4.882128600600000E-02   1.434087632600000E+00   3.548994982200000E-14  -7.726487542300001E-02   9.940301390300000E-01  -1.020602514800000E+00  -1.397457345400000E-01   1.956308433200000E-01
   5.326745004900000E-02   1.435682085500000E+00   2.339994122800000E-12  -7.744616992700000E-02   9.940020907700000E-01  -1.022858987900000E+00  -1.398592499800000E-01   1.952748490900000E-01
   5.771158433300000E-02   1.437280948000000E+00   3.391257735400000E-13  -7.762712674800000E-02   9.939740291900000E-01  -1.025112152100000E+00  -1.399720381000000E-01   1.949174184500000E-01
   6.215369398400000E-02   1.438884220900000E+00   3.114955356800000E-11  -7.780774783600000E-02   9.939459544200000E-01  -1.027368307100000E+00  -1.400841022200000E-01   1.945585564900000E-01
   6.659376628999999E-02   1.440491898500000E+00   1.128945898100000E-12  -7.798803441700000E-02   9.939178664900000E-01  -1.029628368600000E+00  -1.401954452100000E-01   1.941982697100000E-01
   7.103180170400000E-02   1.442103979500000E+00   2.947587884200000E-12  -7.816798826200000E-02   9.938897656200000E-01  -1.031890621000000E+00  -1.403060703100000E-01   1.938365635200000E-01
   7.546779085200001E-02   1.443720459300000E+00   1.368562686500000E-12  -7.834761074400000E-02   9.938616518900000E-01  -1.034159454600000E+00  -1.404159805200000E-01   1.934734440900000E-01
   7.990174829500001E-02   1.445341341700000E+00   8.973578113200000E-13  -7.852690421400001E-02   9.938335253200000E-01  -1.036430903100000E+00  -1.405251794600000E-01   1.931089156000000E-01
   8.433366399800001E-02   1.446966621700000E+00   2.782478326700000E-11  -7.870587002899999E-02   9.938053860600000E-01  -1.038706064200000E+00  -1.406336701500000E-01   1.927429842000000E-01
   8.876353932000000E-02   1.448596298100000E+00   3.811106417500000E-13  -7.888451001299999E-02   9.937772340800000E-01  -1.040984995200000E+00  -1.407414559300000E-01   1.923756551000000E-01
   9.319137717100000E-02   1.450230369900000E+00   8.244893603100000E-12  -7.906282605400000E-02   9.937490695500000E-01  -1.043266709400000E+00  -1.408485401700000E-01   1.920069333100000E-01
   9.761715261600000E-02   1.451868826500000E+00   1.499518447100000E-12  -7.924081892500000E-02   9.937208926200000E-01  -1.045553303600000E+00  -1.409549256100000E-01   1.916368261500000E-01
   1.020409206900000E-01   1.453511686100000E+00   1.205392819100000E-12  -7.941849261900000E-02   9.936927030300000E-01  -1.047843401000000E+00  -1.410606169000000E-01   1.912653342000000E-01
   1.064626266200000E-01   1.455158926300000E+00   2.364341337500000E-12  -7.959584671700000E-02   9.936645011900000E-01  -1.050137857300000E+00  -1.411656160900000E-01   1.908924672100000E-01
   1.108822908200000E-01   1.456810552900000E+00   4.087448496000000E-12  -7.977288382599999E-02   9.936362870100000E-01  -1.052435445300000E+00  -1.412699270600000E-01   1.905182286000000E-01
   1.152999119500000E-01   1.458466562900000E+00   3.437302439900000E-12  -7.994960568100000E-02   9.936080605600000E-01  -1.054736696400000E+00  -1.413735531500000E-01   1.901426235600000E-01
   1.197154878900000E-01   1.460126953200000E+00   4.206110992800000E-12  -8.012601398999999E-02   9.935798218900000E-01  -1.057041612100000E+00  -1.414764977400000E-01   1.897656573300000E-01
   1.241290149700000E-01   1.461791720300000E+00   6.499524981500000E-13  -8.030211040000000E-02   9.935515710700000E-01  -1.059350105900000E+00  -1.415787641400000E-01   1.893873352400000E-01
   1.285405035900000E-01   1.463460865300000E+00   8.348831581000000E-12  -8.047789712500000E-02   9.935233080900000E-01  -1.061662699600000E+00  -1.416803560500000E-01   1.890076613800000E-01
   1.329499491000000E-01   1.465134384000000E+00   1.128725563700000E-13  -8.065337577700001E-02   9.934950329800000E-01  -1.063978750300000E+00  -1.417812768100000E-01   1.886266410900000E-01
   1.373573507200000E-01   1.466812273200000E+00   6.698043543200000E-12  -8.082854812800000E-02   9.934667458200001E-01  -1.066298368300000E+00  -1.418815298600000E-01   1.882442793500000E-01
   1.417627051100000E-01   1.468494529300000E+00   1.303107856500000E-12  -8.100341584800000E-02   9.934384466200000E-01  -1.068621860000000E+00  -1.419811186100000E-01   1.878605813100000E-01
   1.461660157200000E-01   1.470181150300000E+00   3.324405730600000E-12  -8.117798087899999E-02   9.934101354300000E-01  -1.070948788600000E+00  -1.420800466200000E-01   1.874755515100000E-01
   1.505672816400000E-01   1.471872133100000E+00   1.365339716500000E-12  -8.135224499400000E-02   9.933818122400000E-01  -1.073279611900000E+00  -1.421783173800000E-01   1.870891948400000E-01
